dbms|TABLE_SCHEMA|TABLE_NAME|COLUMN_NAME|ORDINAL_POSITION|DATA_TYPE|CHARACTER_MAXIMUM_LENGTH|CONSTRAINT_TYPE|REFERENCED_TABLE_SCHEMA|REFERENCED_TABLE_NAME|REFERENCED_COLUMN_NAME
mysql|datasynthesis|refdata_operationtype|StatusID|4|||FOREIGN KEY|datasynthesis|refdata_status|StatusID
mysql|datasynthesis|refdata_sensitivityflag|CreatedDate|3||||||
mysql|datasynthesis|refdata_sensitivityflag|SensitiveFlagDesc|2||30||||
mysql|datasynthesis|refdata_sensitivityflag|SensitiveFlagID|1||||||
mysql|datasynthesis|refdata_sensitivityflag|StatusID|4|||FOREIGN KEY|datasynthesis|refdata_status|StatusID
mysql|datasynthesis|databuilt_address|Address1|2||99||||
mysql|datasynthesis|databuilt_address|City|3||70||||
mysql|datasynthesis|databuilt_address|CompleteAddressID|1||||||
mysql|datasynthesis|databuilt_address|CreatedDate|6||||||
mysql|datasynthesis|databuilt_address|RegisteredApp|8||38||||
mysql|datasynthesis|databuilt_address|StateID|4||2||||
mysql|datasynthesis|databuilt_address|StatusID|7|||FOREIGN KEY|datasynthesis|refdata_status|StatusID
mysql|datasynthesis|databuilt_address|ZipCode|5||10||||
mysql|datasynthesis|databuilt_names|CompleteName|2||100||||
mysql|datasynthesis|databuilt_names|CreatedDate|3||||||
mysql|datasynthesis|databuilt_names|DataBuiltNamesID|1||||||
mysql|datasynthesis|databuilt_names|RegisteredApp|5||38||||
mysql|datasynthesis|databuilt_names|StatusID|4|||FOREIGN KEY|datasynthesis|refdata_status|StatusID
mysql|datasynthesis|databuilt_phonenumbers|AreaCode|2||3||||
mysql|datasynthesis|databuilt_phonenumbers|CompletePhoneNumber|4||14||||
mysql|datasynthesis|databuilt_phonenumbers|CreatedDate|5||||||
mysql|datasynthesis|databuilt_phonenumbers|DataBuiltPhoneNumbersID|1||||||
mysql|datasynthesis|databuilt_phonenumbers|PhoneNumber|3||8||||
mysql|datasynthesis|databuilt_phonenumbers|RegisteredApp|7||38||||
mysql|datasynthesis|databuilt_phonenumbers|StatusID|6|||FOREIGN KEY|datasynthesis|refdata_status|StatusID
mysql|datasynthesis|databuilt_products|CreatedDate|4||||||
mysql|datasynthesis|databuilt_products|DatabuiltProductsID|1||||||
mysql|datasynthesis|databuilt_products|ProductID|2||20||||
mysql|datasynthesis|databuilt_products|ProductName|3||99||||
mysql|datasynthesis|databuilt_products|RegisteredApp|6||38||||
mysql|datasynthesis|databuilt_products|StatusID|5|||FOREIGN KEY|datasynthesis|refdata_status|StatusID
mysql|datasynthesis|databuilt_corporations|Address1|3||99||||
mysql|datasynthesis|databuilt_corporations|City|4||70||||
mysql|datasynthesis|databuilt_corporations|CorporationName|2||99||||
mysql|datasynthesis|databuilt_corporations|CreatedDate|7||||||
mysql|datasynthesis|databuilt_corporations|DataBuiltCorporationID|1||||||
mysql|datasynthesis|databuilt_corporations|RegisteredApp|9||38||||
mysql|datasynthesis|databuilt_corporations|StateID|5||2||||
mysql|datasynthesis|databuilt_corporations|StatusID|8|||FOREIGN KEY|datasynthesis|refdata_status|StatusID
mysql|datasynthesis|databuilt_corporations|ZipCode|6||10||||
mysql|datasynthesis|databuilt_bankaccount|BankAccountName|3||75||||
mysql|datasynthesis|databuilt_bankaccount|BankAccountNumber|2||12||||
mysql|datasynthesis|databuilt_bankaccount|BankRoutingID|4||9||||
mysql|datasynthesis|databuilt_bankaccount|CreatedDate|5||||||
mysql|datasynthesis|databuilt_bankaccount|DataBuiltBankAccountsID|1||||||
mysql|datasynthesis|databuilt_bankaccount|RegisteredApp|7||38||||
mysql|datasynthesis|databuilt_bankaccount|StatusID|6|||FOREIGN KEY|datasynthesis|refdata_status|StatusID
