ZipCode|ZipCodeType|City|State|Lattitude|Longitude|Location
14839|Standard|Greenwood|NY|42.13|-77.64|NA-US-NY-GREENWOOD
14840|Standard|Hammondsport|NY|42.40|-77.22|NA-US-NY-HAMMONDSPORT
14841|Standard|Hector|NY|42.50|-76.87|NA-US-NY-HECTOR
14842|Standard|Himrod|NY|42.58|-76.95|NA-US-NY-HIMROD
14843|Standard|Hornell|NY|42.32|-77.66|NA-US-NY-HORNELL
14845|Standard|Horseheads|NY|42.16|-76.82|NA-US-NY-HORSEHEADS
14846|Standard|Hunt|NY|42.52|-77.98|NA-US-NY-HUNT
14847|Standard|Interlaken|NY|42.61|-76.72|NA-US-NY-INTERLAKEN
14850|Standard|Ithaca|NY|42.44|-76.50|NA-US-NY-ITHACA
14851|PO Box|Ithaca|NY|42.44|-76.50|NA-US-NY-ITHACA
14852|PO Box|Ithaca|NY|42.44|-76.50|NA-US-NY-ITHACA
14853|Standard|Ithaca|NY|42.44|-76.50|NA-US-NY-ITHACA
14854|PO Box|Jacksonville|NY|42.50|-76.61|NA-US-NY-JACKSONVILLE
14855|Standard|Jasper|NY|42.12|-77.50|NA-US-NY-JASPER
14856|PO Box|Kanona|NY|42.37|-77.36|NA-US-NY-KANONA
14857|PO Box|Lakemont|NY|42.51|-76.92|NA-US-NY-LAKEMONT
14858|Standard|Lindley|NY|42.02|-77.14|NA-US-NY-LINDLEY
14859|Standard|Lockwood|NY|42.09|-76.55|NA-US-NY-LOCKWOOD
14860|Standard|Lodi|NY|42.61|-76.82|NA-US-NY-LODI
14861|Standard|Lowman|NY|42.02|-76.72|NA-US-NY-LOWMAN
14863|PO Box|Mecklenburg|NY|42.45|-76.71|NA-US-NY-MECKLENBURG
14864|Standard|Millport|NY|42.26|-76.83|NA-US-NY-MILLPORT
14865|Standard|Montour Falls|NY|42.34|-76.84|NA-US-NY-MONTOUR FALLS
14867|Standard|Newfield|NY|42.36|-76.59|NA-US-NY-NEWFIELD
14869|Standard|Odessa|NY|42.33|-76.78|NA-US-NY-ODESSA
14870|Standard|Painted Post|NY|42.16|-77.09|NA-US-NY-PAINTED POST
14871|Standard|Pine City|NY|42.03|-76.86|NA-US-NY-PINE CITY
14872|Standard|Pine Valley|NY|42.22|-76.84|NA-US-NY-PINE VALLEY
14873|Standard|Prattsburgh|NY|42.52|-77.29|NA-US-NY-PRATTSBURGH
14874|Standard|Pulteney|NY|42.52|-77.16|NA-US-NY-PULTENEY
14876|PO Box|Reading Center|NY|42.43|-76.93|NA-US-NY-READING CENTER
14877|Standard|Rexville|NY|42.08|-77.66|NA-US-NY-REXVILLE
14878|Standard|Rock Stream|NY|42.47|-76.92|NA-US-NY-ROCK STREAM
14879|Standard|Savona|NY|42.28|-77.22|NA-US-NY-SAVONA
14880|Standard|Scio|NY|42.17|-77.97|NA-US-NY-SCIO
14881|Standard|Slaterville Springs|NY|42.39|-76.35|NA-US-NY-SLATERVILLE SPRINGS
14882|Standard|Lansing|NY|42.48|-76.48|NA-US-NY-LANSING
14883|Standard|Spencer|NY|42.21|-76.49|NA-US-NY-SPENCER
14884|Standard|Swain|NY|42.48|-77.88|NA-US-NY-SWAIN
14885|Standard|Troupsburg|NY|42.04|-77.54|NA-US-NY-TROUPSBURG
14886|Standard|Trumansburg|NY|42.54|-76.66|NA-US-NY-TRUMANSBURG
14887|PO Box|Tyrone|NY|42.40|-77.05|NA-US-NY-TYRONE
14889|Standard|Van Etten|NY|42.19|-76.55|NA-US-NY-VAN ETTEN
14891|Standard|Watkins Glen|NY|42.38|-76.87|NA-US-NY-WATKINS GLEN
14892|Standard|Waverly|NY|42.01|-76.52|NA-US-NY-WAVERLY
14893|PO Box|Wayne|NY|42.47|-77.10|NA-US-NY-WAYNE
14894|Standard|Wellsburg|NY|42.01|-76.72|NA-US-NY-WELLSBURG
14895|Standard|Wellsville|NY|42.12|-77.94|NA-US-NY-WELLSVILLE
14897|Standard|Whitesville|NY|42.03|-77.80|NA-US-NY-WHITESVILLE
14898|Standard|Woodhull|NY|42.08|-77.40|NA-US-NY-WOODHULL
14901|Standard|Elmira|NY|42.08|-76.80|NA-US-NY-ELMIRA
14902|PO Box|Elmira|NY|42.08|-76.80|NA-US-NY-ELMIRA
14903|Standard|Elmira|NY|42.08|-76.80|NA-US-NY-ELMIRA
14904|Standard|Elmira|NY|42.08|-76.80|NA-US-NY-ELMIRA
14905|Standard|Elmira|NY|42.08|-76.80|NA-US-NY-ELMIRA
14925|Standard|Elmira|NY|42.08|-76.80|NA-US-NY-ELMIRA
15001|Standard|Aliquippa|PA|40.61|-80.25|NA-US-PA-ALIQUIPPA
15003|Standard|Ambridge|PA|40.59|-80.22|NA-US-PA-AMBRIDGE
15004|PO Box|Atlasburg|PA|40.39|-80.44|NA-US-PA-ATLASBURG
15005|Standard|Baden|PA|40.63|-80.22|NA-US-PA-BADEN
15006|PO Box|Bairdford|PA|40.54|-79.83|NA-US-PA-BAIRDFORD
15007|Standard|Bakerstown|PA|40.64|-79.93|NA-US-PA-BAKERSTOWN
15009|Standard|Beaver|PA|40.69|-80.30|NA-US-PA-BEAVER
15010|Standard|Beaver Falls|PA|40.76|-80.32|NA-US-PA-BEAVER FALLS
15012|Standard|Belle Vernon|PA|40.12|-79.86|NA-US-PA-BELLE VERNON
15014|Standard|Brackenridge|PA|40.60|-79.74|NA-US-PA-BRACKENRIDGE
15015|Standard|Bradfordwoods|PA|40.63|-80.08|NA-US-PA-BRADFORDWOODS
15017|Standard|Bridgeville|PA|40.35|-80.10|NA-US-PA-BRIDGEVILLE
15018|Standard|Buena Vista|PA|40.28|-79.79|NA-US-PA-BUENA VISTA
15019|Standard|Bulger|PA|40.42|-80.35|NA-US-PA-BULGER
15020|PO Box|Bunola|PA|40.23|-79.95|NA-US-PA-BUNOLA
15021|Standard|Burgettstown|PA|40.38|-80.39|NA-US-PA-BURGETTSTOWN
15022|Standard|Charleroi|PA|40.13|-79.90|NA-US-PA-CHARLEROI
15024|Standard|Cheswick|PA|40.54|-79.80|NA-US-PA-CHESWICK
15025|Standard|Clairton|PA|40.29|-79.88|NA-US-PA-CLAIRTON
15026|Standard|Clinton|PA|40.51|-80.34|NA-US-PA-CLINTON
15027|Standard|Conway|PA|40.66|-80.24|NA-US-PA-CONWAY
15028|PO Box|Coulters|PA|40.30|-79.79|NA-US-PA-COULTERS
15030|Standard|Creighton|PA|40.58|-79.78|NA-US-PA-CREIGHTON
15031|Standard|Cuddy|PA|40.36|-80.17|NA-US-PA-CUDDY
15032|PO Box|Curtisville|PA|40.64|-79.84|NA-US-PA-CURTISVILLE
15033|Standard|Donora|PA|40.17|-79.86|NA-US-PA-DONORA
15034|Standard|Dravosburg|PA|40.35|-79.88|NA-US-PA-DRAVOSBURG
15035|Standard|East Mc Keesport|PA|40.38|-79.80|NA-US-PA-EAST MC KEESPORT
15037|Standard|Elizabeth|PA|40.27|-79.88|NA-US-PA-ELIZABETH
15038|PO Box|Elrama|PA|40.24|-79.98|NA-US-PA-ELRAMA
15042|Standard|Freedom|PA|40.68|-80.25|NA-US-PA-FREEDOM
15043|Standard|Georgetown|PA|40.64|-80.49|NA-US-PA-GEORGETOWN
15044|Standard|Gibsonia|PA|40.63|-79.94|NA-US-PA-GIBSONIA
15045|Standard|Glassport|PA|40.32|-79.88|NA-US-PA-GLASSPORT
15046|Standard|Crescent|PA|40.55|-80.23|NA-US-PA-CRESCENT
15047|PO Box|Greenock|PA|40.24|-79.83|NA-US-PA-GREENOCK
15049|Standard|Harwick|PA|40.56|-79.80|NA-US-PA-HARWICK
15050|Standard|Hookstown|PA|40.59|-80.47|NA-US-PA-HOOKSTOWN
15051|Standard|Indianola|PA|40.57|-79.87|NA-US-PA-INDIANOLA
15052|Standard|Industry|PA|40.65|-80.40|NA-US-PA-INDUSTRY
15053|Standard|Joffre|PA|40.38|-80.39|NA-US-PA-JOFFRE
15054|PO Box|Langeloth|PA|40.39|-80.44|NA-US-PA-LANGELOTH
15055|Standard|Lawrence|PA|40.31|-80.14|NA-US-PA-LAWRENCE
15056|Standard|Leetsdale|PA|40.56|-80.21|NA-US-PA-LEETSDALE
15057|Standard|Mc Donald|PA|40.37|-80.23|NA-US-PA-MC DONALD
15059|Standard|Midland|PA|40.63|-80.45|NA-US-PA-MIDLAND
15060|PO Box|Midway|PA|40.36|-80.29|NA-US-PA-MIDWAY
15061|Standard|Monaca|PA|40.68|-80.27|NA-US-PA-MONACA
15062|Standard|Monessen|PA|40.15|-79.88|NA-US-PA-MONESSEN
15063|Standard|Monongahela|PA|40.19|-79.92|NA-US-PA-MONONGAHELA
15064|Standard|Morgan|PA|40.36|-80.15|NA-US-PA-MORGAN
15065|Standard|Natrona Heights|PA|40.64|-79.73|NA-US-PA-NATRONA HEIGHTS
15066|Standard|New Brighton|PA|40.73|-80.30|NA-US-PA-NEW BRIGHTON
15067|Standard|New Eagle|PA|40.20|-79.95|NA-US-PA-NEW EAGLE
15068|Standard|New Kensington|PA|40.56|-79.75|NA-US-PA-NEW KENSINGTON
15069|Unique|New Kensington|PA|40.56|-79.75|NA-US-PA-NEW KENSINGTON
15071|Standard|Oakdale|PA|40.39|-80.18|NA-US-PA-OAKDALE
15072|PO Box|Pricedale|PA|40.14|-79.81|NA-US-PA-PRICEDALE
15074|Standard|Rochester|PA|40.70|-80.28|NA-US-PA-ROCHESTER
15075|PO Box|Rural Ridge|PA|40.56|-79.90|NA-US-PA-RURAL RIDGE
15076|Standard|Russellton|PA|40.61|-79.83|NA-US-PA-RUSSELLTON
15077|PO Box|Shippingport|PA|40.62|-80.42|NA-US-PA-SHIPPINGPORT
15078|Standard|Slovan|PA|40.36|-80.40|NA-US-PA-SLOVAN
15081|PO Box|South Heights|PA|40.57|-80.23|NA-US-PA-SOUTH HEIGHTS
15082|PO Box|Sturgeon|PA|40.41|-80.19|NA-US-PA-STURGEON
15083|Standard|Sutersville|PA|40.23|-79.80|NA-US-PA-SUTERSVILLE
15084|Standard|Tarentum|PA|40.60|-79.76|NA-US-PA-TARENTUM
15085|Standard|Trafford|PA|40.38|-79.75|NA-US-PA-TRAFFORD
15086|Standard|Warrendale|PA|40.64|-80.09|NA-US-PA-WARRENDALE
15087|PO Box|Webster|PA|40.14|-79.81|NA-US-PA-WEBSTER
15088|PO Box|West Elizabeth|PA|40.27|-79.89|NA-US-PA-WEST ELIZABETH
15089|Standard|West Newton|PA|40.20|-79.76|NA-US-PA-WEST NEWTON
15090|Standard|Wexford|PA|40.63|-80.05|NA-US-PA-WEXFORD
15091|PO Box|Wildwood|PA|40.57|-79.95|NA-US-PA-WILDWOOD
15095|PO Box|Warrendale|PA|40.64|-80.09|NA-US-PA-WARRENDALE
15096|Unique|Warrendale|PA|40.64|-80.09|NA-US-PA-WARRENDALE
15101|Standard|Allison Park|PA|40.57|-79.95|NA-US-PA-ALLISON PARK
15102|Standard|Bethel Park|PA|40.32|-80.03|NA-US-PA-BETHEL PARK
15104|Standard|Braddock|PA|40.40|-79.86|NA-US-PA-BRADDOCK
15106|Standard|Carnegie|PA|40.40|-80.08|NA-US-PA-CARNEGIE
15108|Standard|Coraopolis|PA|40.51|-80.16|NA-US-PA-CORAOPOLIS
15110|Standard|Duquesne|PA|40.37|-79.85|NA-US-PA-DUQUESNE
15112|Standard|East Pittsburgh|PA|40.39|-79.83|NA-US-PA-EAST PITTSBURGH
15116|Standard|Glenshaw|PA|40.52|-79.95|NA-US-PA-GLENSHAW
15120|Standard|Homestead|PA|40.40|-79.90|NA-US-PA-HOMESTEAD
15122|Standard|West Mifflin|PA|40.35|-79.90|NA-US-PA-WEST MIFFLIN
15123|Standard|West Mifflin|PA|40.35|-79.90|NA-US-PA-WEST MIFFLIN
15126|Standard|Imperial|PA|40.45|-80.25|NA-US-PA-IMPERIAL
15127|PO Box|Ingomar|PA|40.56|-80.02|NA-US-PA-INGOMAR
15129|Standard|South Park|PA|40.29|-79.99|NA-US-PA-SOUTH PARK
15131|Standard|McKeesport|PA|40.33|-79.83|NA-US-PA-MCKEESPORT
15132|Standard|McKeesport|PA|40.33|-79.83|NA-US-PA-MCKEESPORT
15133|Standard|McKeesport|PA|40.33|-79.83|NA-US-PA-MCKEESPORT
15134|PO Box|McKeesport|PA|40.33|-79.83|NA-US-PA-MCKEESPORT
15135|Standard|McKeesport|PA|40.33|-79.83|NA-US-PA-MCKEESPORT
15136|Standard|Mc Kees Rocks|PA|40.46|-80.06|NA-US-PA-MC KEES ROCKS
15137|Standard|North Versailles|PA|40.37|-79.80|NA-US-PA-NORTH VERSAILLES
15139|Standard|Oakmont|PA|40.51|-79.83|NA-US-PA-OAKMONT
15140|Standard|Pitcairn|PA|40.40|-79.77|NA-US-PA-PITCAIRN
15142|Standard|Presto|PA|40.38|-80.12|NA-US-PA-PRESTO
15143|Standard|Sewickley|PA|40.53|-80.18|NA-US-PA-SEWICKLEY
15144|Standard|Springdale|PA|40.53|-79.78|NA-US-PA-SPRINGDALE
15145|Standard|Turtle Creek|PA|40.40|-79.82|NA-US-PA-TURTLE CREEK
15146|Standard|Monroeville|PA|40.42|-79.76|NA-US-PA-MONROEVILLE
15147|Standard|Verona|PA|40.50|-79.84|NA-US-PA-VERONA
15148|Standard|Wilmerding|PA|40.39|-79.81|NA-US-PA-WILMERDING
15201|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15202|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15203|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15204|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15205|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15206|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15207|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15208|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15209|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15210|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15211|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15212|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15213|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15214|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15215|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15216|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15217|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15218|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15219|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15220|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15221|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15222|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15223|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15224|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15225|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15226|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15227|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15228|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15229|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15230|PO Box|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15231|PO Box|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15232|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15233|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15234|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15235|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15236|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15237|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15238|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15239|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15240|PO Box|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15241|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15242|PO Box|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15243|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15244|PO Box|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15250|PO Box|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15251|PO Box|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15252|Unique|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15253|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15254|Unique|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15255|Unique|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15257|Unique|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15258|Unique|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15259|Unique|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15260|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15261|Unique|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15262|Unique|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15263|Unique|Pittsburgh|PA|40.44|-79.98|NA-US-PA-PITTSBURGH
15264|PO Box|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15265|Unique|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15266|Unique|Pittsburgh|PA|40.44|-79.99|NA-US-PA-PITTSBURGH
15267|Unique|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15268|Unique|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15270|Unique|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15272|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15273|Standard|Pittsburgh|PA|40.37|-79.90|NA-US-PA-PITTSBURGH
15274|PO Box|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15275|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15276|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15277|Unique|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15278|Unique|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15279|Unique|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15281|Unique|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15282|Unique|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15283|Unique|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15285|Unique|Pittsburgh|PA|40.44|-79.99|NA-US-PA-PITTSBURGH
15286|Unique|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15288|Standard|Pittsburgh|PA|40.44|-79.94|NA-US-PA-PITTSBURGH
15289|Unique|Pittsburgh|PA|40.44|-79.94|NA-US-PA-PITTSBURGH
15290|Standard|Pittsburgh|PA|40.43|-79.97|NA-US-PA-PITTSBURGH
15295|Standard|Pittsburgh|PA|40.43|-79.88|NA-US-PA-PITTSBURGH
15301|Standard|Washington|PA|40.17|-80.24|NA-US-PA-WASHINGTON
15310|Standard|Aleppo|PA|39.82|-80.45|NA-US-PA-ALEPPO
15311|Standard|Amity|PA|40.05|-80.20|NA-US-PA-AMITY
15312|Standard|Avella|PA|40.28|-80.47|NA-US-PA-AVELLA
15313|PO Box|Beallsville|PA|40.05|-80.03|NA-US-PA-BEALLSVILLE
15314|Standard|Bentleyville|PA|40.11|-80.00|NA-US-PA-BENTLEYVILLE
15315|PO Box|Bobtown|PA|39.75|-79.98|NA-US-PA-BOBTOWN
15316|Standard|Brave|PA|39.73|-80.25|NA-US-PA-BRAVE
15317|Standard|Canonsburg|PA|40.26|-80.18|NA-US-PA-CANONSBURG
15320|Standard|Carmichaels|PA|39.89|-79.97|NA-US-PA-CARMICHAELS
15321|Standard|Cecil|PA|40.33|-80.21|NA-US-PA-CECIL
15322|Standard|Clarksville|PA|39.97|-80.04|NA-US-PA-CLARKSVILLE
15323|Standard|Claysville|PA|40.12|-80.41|NA-US-PA-CLAYSVILLE
15324|PO Box|Cokeburg|PA|40.09|-80.06|NA-US-PA-COKEBURG
15325|PO Box|Crucible|PA|39.93|-79.95|NA-US-PA-CRUCIBLE
15327|Standard|Dilliner|PA|39.75|-79.99|NA-US-PA-DILLINER
15329|Standard|Prosperity|PA|40.02|-80.25|NA-US-PA-PROSPERITY
15330|Standard|Eighty Four|PA|40.18|-80.13|NA-US-PA-EIGHTY FOUR
15331|PO Box|Ellsworth|PA|40.10|-80.02|NA-US-PA-ELLSWORTH
15332|Standard|Finleyville|PA|40.25|-80.00|NA-US-PA-FINLEYVILLE
15333|Standard|Fredericktown|PA|40.02|-80.03|NA-US-PA-FREDERICKTOWN
15334|Standard|Garards Fort|PA|39.81|-80.02|NA-US-PA-GARARDS FORT
15336|PO Box|Gastonville|PA|40.26|-80.00|NA-US-PA-GASTONVILLE
15337|Standard|Graysville|PA|39.89|-80.39|NA-US-PA-GRAYSVILLE
15338|Standard|Greensboro|PA|39.79|-79.91|NA-US-PA-GREENSBORO
15339|PO Box|Hendersonville|PA|40.32|-80.21|NA-US-PA-HENDERSONVILLE
15340|Standard|Hickory|PA|40.30|-80.32|NA-US-PA-HICKORY
15341|Standard|Holbrook|PA|39.84|-80.34|NA-US-PA-HOLBROOK
15342|Standard|Houston|PA|40.25|-80.21|NA-US-PA-HOUSTON
15344|Standard|Jefferson|PA|39.93|-80.05|NA-US-PA-JEFFERSON
15345|Standard|Marianna|PA|40.01|-80.11|NA-US-PA-MARIANNA
15346|PO Box|Mather|PA|39.95|-80.09|NA-US-PA-MATHER
15347|PO Box|Meadow Lands|PA|40.25|-80.24|NA-US-PA-MEADOW LANDS
15348|PO Box|Millsboro|PA|39.98|-80.03|NA-US-PA-MILLSBORO
15349|Standard|Mount Morris|PA|39.75|-80.11|NA-US-PA-MOUNT MORRIS
15350|PO Box|Muse|PA|40.32|-80.21|NA-US-PA-MUSE
15351|PO Box|Nemacolin|PA|39.87|-79.92|NA-US-PA-NEMACOLIN
15352|Standard|New Freeport|PA|39.75|-80.45|NA-US-PA-NEW FREEPORT
15353|PO Box|Nineveh|PA|39.97|-80.30|NA-US-PA-NINEVEH
15357|Standard|Rices Landing|PA|39.94|-79.99|NA-US-PA-RICES LANDING
15358|PO Box|Richeyville|PA|40.02|-79.94|NA-US-PA-RICHEYVILLE
15359|Standard|Rogersville|PA|39.90|-80.28|NA-US-PA-ROGERSVILLE
15360|Standard|Scenery Hill|PA|40.08|-80.07|NA-US-PA-SCENERY HILL
15361|PO Box|Southview|PA|40.32|-80.21|NA-US-PA-SOUTHVIEW
15362|Standard|Spraggs|PA|39.78|-80.22|NA-US-PA-SPRAGGS
15363|Standard|Strabane|PA|40.21|-80.14|NA-US-PA-STRABANE
15364|Standard|Sycamore|PA|39.95|-80.22|NA-US-PA-SYCAMORE
15365|PO Box|Taylorstown|PA|40.17|-80.38|NA-US-PA-TAYLORSTOWN
15366|PO Box|Van Voorhis|PA|40.13|-79.94|NA-US-PA-VAN VOORHIS
15367|Standard|Venetia|PA|40.26|-80.05|NA-US-PA-VENETIA
15368|PO Box|Vestaburg|PA|39.98|-80.03|NA-US-PA-VESTABURG
15370|Standard|Waynesburg|PA|39.89|-80.18|NA-US-PA-WAYNESBURG
15376|Standard|West Alexander|PA|40.10|-80.50|NA-US-PA-WEST ALEXANDER
15377|Standard|West Finley|PA|40.00|-80.47|NA-US-PA-WEST FINLEY
15378|PO Box|Westland|PA|40.29|-80.30|NA-US-PA-WESTLAND
15379|PO Box|West Middletown|PA|40.24|-80.42|NA-US-PA-WEST MIDDLETOWN
15380|Standard|Wind Ridge|PA|39.88|-80.46|NA-US-PA-WIND RIDGE
15401|Standard|Uniontown|PA|39.89|-79.72|NA-US-PA-UNIONTOWN
15410|Standard|Adah|PA|39.88|-79.89|NA-US-PA-ADAH
15411|Standard|Addison|PA|39.74|-79.33|NA-US-PA-ADDISON
15412|PO Box|Allenport|PA|40.09|-79.85|NA-US-PA-ALLENPORT
15413|Standard|Allison|PA|39.98|-79.87|NA-US-PA-ALLISON
15415|PO Box|Brier Hill|PA|39.94|-79.83|NA-US-PA-BRIER HILL
15416|PO Box|Brownfield|PA|39.85|-79.68|NA-US-PA-BROWNFIELD
15417|Standard|Brownsville|PA|40.01|-79.89|NA-US-PA-BROWNSVILLE
15419|Standard|California|PA|40.06|-79.91|NA-US-PA-CALIFORNIA
15420|PO Box|Cardale|PA|39.97|-79.84|NA-US-PA-CARDALE
15421|PO Box|Chalk Hill|PA|39.83|-79.60|NA-US-PA-CHALK HILL
15422|PO Box|Chestnut Ridge|PA|39.98|-79.80|NA-US-PA-CHESTNUT RIDGE
15423|Standard|Coal Center|PA|40.06|-79.90|NA-US-PA-COAL CENTER
15424|Standard|Confluence|PA|39.80|-79.35|NA-US-PA-CONFLUENCE
15425|Standard|Connellsville|PA|40.01|-79.58|NA-US-PA-CONNELLSVILLE
15427|Standard|Daisytown|PA|40.32|-78.90|NA-US-PA-DAISYTOWN
15428|Standard|Dawson|PA|40.04|-79.65|NA-US-PA-DAWSON
15429|PO Box|Denbo|PA|40.02|-79.94|NA-US-PA-DENBO
15430|PO Box|Dickerson Run|PA|40.02|-79.66|NA-US-PA-DICKERSON RUN
15431|Standard|Dunbar|PA|39.97|-79.61|NA-US-PA-DUNBAR
15432|PO Box|Dunlevy|PA|40.11|-79.85|NA-US-PA-DUNLEVY
15433|Standard|East Millsboro|PA|39.98|-79.96|NA-US-PA-EAST MILLSBORO
15434|PO Box|Elco|PA|40.08|-79.88|NA-US-PA-ELCO
15435|PO Box|Fairbank|PA|39.98|-79.83|NA-US-PA-FAIRBANK
15436|Standard|Fairchance|PA|39.82|-79.75|NA-US-PA-FAIRCHANCE
15437|Standard|Farmington|PA|39.78|-79.61|NA-US-PA-FARMINGTON
15438|Standard|Fayette City|PA|40.10|-79.83|NA-US-PA-FAYETTE CITY
15439|PO Box|Gans|PA|39.74|-79.81|NA-US-PA-GANS
15440|Standard|Gibbon Glade|PA|39.73|-79.56|NA-US-PA-GIBBON GLADE
15442|Standard|Grindstone|PA|40.01|-79.83|NA-US-PA-GRINDSTONE
15443|PO Box|Hibbs|PA|39.91|-79.87|NA-US-PA-HIBBS
15444|Standard|Hiller|PA|40.00|-79.90|NA-US-PA-HILLER
15445|Standard|Hopwood|PA|39.87|-79.70|NA-US-PA-HOPWOOD
