ZipCode|ZipCodeType|City|State|Lattitude|Longitude|Location
00501|Unique|Holtsville|NY|40.81|-73.04|NA-US-NY-HOLTSVILLE
00544|Unique|Holtsville|NY|40.81|-73.04|NA-US-NY-HOLTSVILLE
00601|Standard|Adjuntas|PR|18.16|-66.72|NA-US-PR-ADJUNTAS
00602|Standard|Aguada|PR|18.38|-67.18|NA-US-PR-AGUADA
00603|Standard|Aguadilla|PR|18.43|-67.15|NA-US-PR-AGUADILLA
00604|PO Box|Aguadilla|PR|18.43|-67.15|NA-US-PR-AGUADILLA
00605|PO Box|Aguadilla|PR|18.43|-67.15|NA-US-PR-AGUADILLA
00606|Standard|Maricao|PR|18.18|-66.98|NA-US-PR-MARICAO
00610|Standard|Anasco|PR|18.28|-67.14|NA-US-PR-ANASCO
00611|PO Box|Angeles|PR|18.28|-66.79|NA-US-PR-ANGELES
00612|Standard|Arecibo|PR|18.45|-66.73|NA-US-PR-ARECIBO
00613|PO Box|Arecibo|PR|18.45|-66.73|NA-US-PR-ARECIBO
00614|PO Box|Arecibo|PR|18.45|-66.73|NA-US-PR-ARECIBO
00616|Standard|Bajadero|PR|18.40|-66.66|NA-US-PR-BAJADERO
00617|Standard|Barceloneta|PR|18.45|-66.53|NA-US-PR-BARCELONETA
00622|Standard|Boqueron|PR|17.99|-67.15|NA-US-PR-BOQUERON
00623|Standard|Cabo Rojo|PR|18.08|-67.14|NA-US-PR-CABO ROJO
00624|Standard|Penuelas|PR|18.06|-66.72|NA-US-PR-PENUELAS
00627|Standard|Camuy|PR|18.48|-66.84|NA-US-PR-CAMUY
00631|PO Box|Castaner|PR|18.19|-66.82|NA-US-PR-CASTANER
00636|PO Box|Rosario|PR|18.15|-67.06|NA-US-PR-ROSARIO
00637|Standard|Sabana Grande|PR|18.08|-66.96|NA-US-PR-SABANA GRANDE
00638|Standard|Ciales|PR|18.33|-66.47|NA-US-PR-CIALES
00641|Standard|Utuado|PR|18.27|-66.70|NA-US-PR-UTUADO
00646|Standard|Dorado|PR|18.47|-66.27|NA-US-PR-DORADO
00647|Standard|Ensenada|PR|17.96|-66.94|NA-US-PR-ENSENADA
00650|Standard|Florida|PR|18.36|-66.56|NA-US-PR-FLORIDA
00652|Standard|Garrochales|PR|18.45|-66.60|NA-US-PR-GARROCHALES
00653|Standard|Guanica|PR|17.97|-66.93|NA-US-PR-GUANICA
00656|Standard|Guayanilla|PR|18.02|-66.79|NA-US-PR-GUAYANILLA
00659|Standard|Hatillo|PR|18.48|-66.82|NA-US-PR-HATILLO
00660|Standard|Hormigueros|PR|18.14|-67.12|NA-US-PR-HORMIGUEROS
00662|Standard|Isabela|PR|18.50|-67.02|NA-US-PR-ISABELA
00664|Standard|Jayuya|PR|18.22|-66.59|NA-US-PR-JAYUYA
00667|Standard|Lajas|PR|18.04|-67.06|NA-US-PR-LAJAS
00669|Standard|Lares|PR|18.29|-66.88|NA-US-PR-LARES
00670|Standard|Las Marias|PR|18.27|-67.06|NA-US-PR-LAS MARIAS
00674|Standard|Manati|PR|18.43|-66.48|NA-US-PR-MANATI
00676|Standard|Moca|PR|18.39|-67.11|NA-US-PR-MOCA
00677|Standard|Rincon|PR|18.34|-67.25|NA-US-PR-RINCON
00678|Standard|Quebradillas|PR|18.47|-66.93|NA-US-PR-QUEBRADILLAS
00680|Standard|Mayaguez|PR|18.20|-67.14|NA-US-PR-MAYAGUEZ
00681|PO Box|Mayaguez|PR|18.20|-67.14|NA-US-PR-MAYAGUEZ
00682|Standard|Mayaguez|PR|18.20|-67.14|NA-US-PR-MAYAGUEZ
00683|Standard|San German|PR|18.08|-67.04|NA-US-PR-SAN GERMAN
00685|Standard|San Sebastian|PR|18.33|-66.99|NA-US-PR-SAN SEBASTIAN
00687|Standard|Morovis|PR|18.32|-66.40|NA-US-PR-MOROVIS
00688|Standard|Sabana Hoyos|PR|18.38|-66.62|NA-US-PR-SABANA HOYOS
00690|Standard|San Antonio|PR|18.49|-67.09|NA-US-PR-SAN ANTONIO
00692|Standard|Vega Alta|PR|18.41|-66.32|NA-US-PR-VEGA ALTA
00693|Standard|Vega Baja|PR|18.44|-66.39|NA-US-PR-VEGA BAJA
00694|PO Box|Vega Baja|PR|18.44|-66.39|NA-US-PR-VEGA BAJA
00698|Standard|Yauco|PR|18.03|-66.86|NA-US-PR-YAUCO
00703|Standard|Aguas Buenas|PR|18.25|-66.10|NA-US-PR-AGUAS BUENAS
00704|Standard|Aguirre|PR|17.96|-66.22|NA-US-PR-AGUIRRE
00705|Standard|Aibonito|PR|18.14|-66.26|NA-US-PR-AIBONITO
00707|Standard|Maunabo|PR|18.00|-65.90|NA-US-PR-MAUNABO
00714|Standard|Arroyo|PR|17.97|-66.06|NA-US-PR-ARROYO
00715|Standard|Mercedita|PR|18.00|-66.56|NA-US-PR-MERCEDITA
00716|Standard|Ponce|PR|17.98|-66.60|NA-US-PR-PONCE
00717|Standard|Ponce|PR|17.98|-66.60|NA-US-PR-PONCE
00718|Standard|Naguabo|PR|18.21|-65.73|NA-US-PR-NAGUABO
00719|Standard|Naranjito|PR|18.30|-66.24|NA-US-PR-NARANJITO
00720|Standard|Orocovis|PR|18.22|-66.39|NA-US-PR-OROCOVIS
00721|PO Box|Palmer|PR|18.37|-65.77|NA-US-PR-PALMER
00723|Standard|Patillas|PR|18.00|-66.01|NA-US-PR-PATILLAS
00725|Standard|Caguas|PR|18.23|-66.03|NA-US-PR-CAGUAS
00726|PO Box|Caguas|PR|18.23|-66.03|NA-US-PR-CAGUAS
00727|Standard|Caguas|PR|18.23|-66.03|NA-US-PR-CAGUAS
00728|Standard|Ponce|PR|17.98|-66.60|NA-US-PR-PONCE
00729|Standard|Canovanas|PR|18.37|-65.90|NA-US-PR-CANOVANAS
00730|Standard|Ponce|PR|17.98|-66.60|NA-US-PR-PONCE
00731|Standard|Ponce|PR|17.98|-66.60|NA-US-PR-PONCE
00732|PO Box|Ponce|PR|17.98|-66.60|NA-US-PR-PONCE
00733|PO Box|Ponce|PR|17.98|-66.60|NA-US-PR-PONCE
00734|PO Box|Ponce|PR|17.98|-66.60|NA-US-PR-PONCE
00735|Standard|Ceiba|PR|18.26|-65.64|NA-US-PR-CEIBA
00736|Standard|Cayey|PR|18.11|-66.16|NA-US-PR-CAYEY
00737|PO Box|Cayey|PR|18.11|-66.16|NA-US-PR-CAYEY
00738|Standard|Fajardo|PR|18.33|-65.65|NA-US-PR-FAJARDO
00739|Standard|Cidra|PR|18.17|-66.15|NA-US-PR-CIDRA
00740|Standard|Puerto Real|PR|18.33|-65.63|NA-US-PR-PUERTO REAL
00741|Standard|Punta Santiago|PR|18.15|-65.76|NA-US-PR-PUNTA SANTIAGO
00742|PO Box|Roosevelt Roads|PR|18.27|-65.65|NA-US-PR-ROOSEVELT ROADS
00744|PO Box|Rio Blanco|PR|18.22|-65.79|NA-US-PR-RIO BLANCO
00745|Standard|Rio Grande|PR|18.38|-65.83|NA-US-PR-RIO GRANDE
00751|Standard|Salinas|PR|17.97|-66.29|NA-US-PR-SALINAS
00754|Standard|San Lorenzo|PR|18.19|-65.96|NA-US-PR-SAN LORENZO
00757|Standard|Santa Isabel|PR|17.97|-66.40|NA-US-PR-SANTA ISABEL
00765|Standard|Vieques|PR|18.42|-65.83|NA-US-PR-VIEQUES
00766|Standard|Villalba|PR|18.13|-66.48|NA-US-PR-VILLALBA
00767|Standard|Yabucoa|PR|18.04|-65.87|NA-US-PR-YABUCOA
00769|Standard|Coamo|PR|18.08|-66.36|NA-US-PR-COAMO
00771|Standard|Las Piedras|PR|18.18|-65.86|NA-US-PR-LAS PIEDRAS
00772|Standard|Loiza|PR|18.43|-65.88|NA-US-PR-LOIZA
00773|Standard|Luquillo|PR|18.37|-65.71|NA-US-PR-LUQUILLO
00775|PO Box|Culebra|PR|18.31|-65.30|NA-US-PR-CULEBRA
00777|Standard|Juncos|PR|18.22|-65.91|NA-US-PR-JUNCOS
00778|Standard|Gurabo|PR|18.25|-65.97|NA-US-PR-GURABO
00780|Standard|Coto Laurel|PR|18.09|-66.57|NA-US-PR-COTO LAUREL
00782|Standard|Comerio|PR|18.22|-66.22|NA-US-PR-COMERIO
00783|Standard|Corozal|PR|18.34|-66.31|NA-US-PR-COROZAL
00784|Standard|Guayama|PR|17.97|-66.11|NA-US-PR-GUAYAMA
00785|PO Box|Guayama|PR|17.97|-66.11|NA-US-PR-GUAYAMA
00786|PO Box|La Plata|PR|18.16|-66.23|NA-US-PR-LA PLATA
00791|Standard|Humacao|PR|18.15|-65.81|NA-US-PR-HUMACAO
00792|PO Box|Humacao|PR|18.15|-65.81|NA-US-PR-HUMACAO
00794|Standard|Barranquitas|PR|18.18|-66.30|NA-US-PR-BARRANQUITAS
00795|Standard|Juana Diaz|PR|18.05|-66.50|NA-US-PR-JUANA DIAZ
00801|PO Box|St Thomas|VI|18.35|-64.93|NA-US-VI-ST THOMAS
00802|Standard|St Thomas|VI|18.35|-64.93|NA-US-VI-ST THOMAS
00803|PO Box|St Thomas|VI|18.35|-64.93|NA-US-VI-ST THOMAS
00804|PO Box|St Thomas|VI|18.35|-64.93|NA-US-VI-ST THOMAS
00805|PO Box|St Thomas|VI|18.34|-64.93|NA-US-VI-ST THOMAS
00820|Standard|Christiansted|VI|17.74|-64.70|NA-US-VI-CHRISTIANSTED
00821|PO Box|Christiansted|VI|17.74|-64.70|NA-US-VI-CHRISTIANSTED
00822|PO Box|Christiansted|VI|17.74|-64.70|NA-US-VI-CHRISTIANSTED
00823|PO Box|Christiansted|VI|17.74|-64.70|NA-US-VI-CHRISTIANSTED
00824|PO Box|Christiansted|VI|17.74|-64.70|NA-US-VI-CHRISTIANSTED
00830|Standard|St John|VI|18.33|-64.79|NA-US-VI-ST JOHN
00831|PO Box|St John|VI|18.33|-64.79|NA-US-VI-ST JOHN
00840|Standard|Frederiksted|VI|17.71|-64.88|NA-US-VI-FREDERIKSTED
00841|PO Box|Frederiksted|VI|17.71|-64.88|NA-US-VI-FREDERIKSTED
00850|Standard|Kingshill|VI|17.76|-64.82|NA-US-VI-KINGSHILL
00851|PO Box|Kingshill|VI|17.73|-64.80|NA-US-VI-KINGSHILL
00901|Standard|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00902|PO Box|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00906|PO Box|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00907|Standard|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00908|PO Box|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00909|Standard|San Juan|PR|18.44|-66.06|NA-US-PR-SAN JUAN
00910|PO Box|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00911|Standard|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00912|Standard|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00913|Standard|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00914|PO Box|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00915|Standard|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00916|PO Box|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00917|Standard|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00918|Standard|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00919|PO Box|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00920|Standard|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00921|Standard|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00922|PO Box|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00923|Standard|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00924|Standard|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00925|Standard|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00926|Standard|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00927|Standard|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00928|PO Box|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00929|PO Box|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00930|PO Box|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00931|PO Box|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00933|PO Box|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00934|Standard|Fort Buchanan|PR|18.41|-66.11|NA-US-PR-FORT BUCHANAN
00935|Unique|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00936|PO Box|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00937|PO Box|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00939|Unique|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00940|PO Box|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00949|Standard|Toa Baja|PR|18.44|-66.25|NA-US-PR-TOA BAJA
00950|PO Box|Toa Baja|PR|18.44|-66.25|NA-US-PR-TOA BAJA
00951|PO Box|Toa Baja|PR|18.44|-66.25|NA-US-PR-TOA BAJA
00952|Standard|Sabana Seca|PR|18.42|-66.19|NA-US-PR-SABANA SECA
00953|Standard|Toa Alta|PR|18.39|-66.25|NA-US-PR-TOA ALTA
00954|PO Box|Toa Alta|PR|18.39|-66.25|NA-US-PR-TOA ALTA
00955|PO Box|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00956|Standard|Bayamon|PR|18.28|-66.13|NA-US-PR-BAYAMON
00957|Standard|Bayamon|PR|18.28|-66.13|NA-US-PR-BAYAMON
00958|PO Box|Bayamon|PR|18.28|-66.13|NA-US-PR-BAYAMON
00959|Standard|Bayamon|PR|18.28|-66.13|NA-US-PR-BAYAMON
00960|PO Box|Bayamon|PR|18.28|-66.13|NA-US-PR-BAYAMON
00961|Standard|Bayamon|PR|18.41|-66.15|NA-US-PR-BAYAMON
00962|Standard|Catano|PR|18.43|-66.11|NA-US-PR-CATANO
00963|PO Box|Catano|PR|18.43|-66.11|NA-US-PR-CATANO
00965|Standard|Guaynabo|PR|18.38|-66.11|NA-US-PR-GUAYNABO
00966|Standard|Guaynabo|PR|18.38|-66.11|NA-US-PR-GUAYNABO
00968|Standard|Guaynabo|PR|18.38|-66.11|NA-US-PR-GUAYNABO
00969|Standard|Guaynabo|PR|18.38|-66.11|NA-US-PR-GUAYNABO
00970|PO Box|Guaynabo|PR|18.38|-66.11|NA-US-PR-GUAYNABO
00971|Standard|Guaynabo|PR|18.38|-66.11|NA-US-PR-GUAYNABO
00975|Unique|San Juan|PR|18.40|-66.06|NA-US-PR-SAN JUAN
00976|Standard|Trujillo Alto|PR|18.36|-66.01|NA-US-PR-TRUJILLO ALTO
00977|PO Box|Trujillo Alto|PR|18.36|-66.01|NA-US-PR-TRUJILLO ALTO
00978|PO Box|Saint Just|PR|18.37|-66.01|NA-US-PR-SAINT JUST
00979|Standard|Carolina|PR|18.40|-65.98|NA-US-PR-CAROLINA
00981|PO Box|Carolina|PR|18.40|-65.98|NA-US-PR-CAROLINA
00982|Standard|Carolina|PR|18.40|-65.98|NA-US-PR-CAROLINA
00983|Standard|Carolina|PR|18.40|-65.98|NA-US-PR-CAROLINA
00984|PO Box|Carolina|PR|18.40|-65.98|NA-US-PR-CAROLINA
00985|Standard|Carolina|PR|18.40|-65.98|NA-US-PR-CAROLINA
00986|PO Box|Carolina|PR|18.40|-65.98|NA-US-PR-CAROLINA
00987|Standard|Carolina|PR|18.40|-65.98|NA-US-PR-CAROLINA
00988|PO Box|Carolina|PR|18.40|-65.98|NA-US-PR-CAROLINA
01001|Standard|Agawam|MA|42.06|-72.61|NA-US-MA-AGAWAM
01002|Standard|Amherst|MA|42.37|-72.52|NA-US-MA-AMHERST
01003|PO Box|Amherst|MA|42.37|-72.52|NA-US-MA-AMHERST
01004|PO Box|Amherst|MA|42.37|-72.52|NA-US-MA-AMHERST
01005|Standard|Barre|MA|42.42|-72.10|NA-US-MA-BARRE
01007|Standard|Belchertown|MA|42.27|-72.40|NA-US-MA-BELCHERTOWN
01008|Standard|Blandford|MA|42.18|-72.93|NA-US-MA-BLANDFORD
01009|PO Box|Bondsville|MA|42.20|-72.34|NA-US-MA-BONDSVILLE
01010|Standard|Brimfield|MA|42.11|-72.20|NA-US-MA-BRIMFIELD
01011|Standard|Chester|MA|42.28|-72.98|NA-US-MA-CHESTER
01012|Standard|Chesterfield|MA|42.40|-72.85|NA-US-MA-CHESTERFIELD
01013|Standard|Chicopee|MA|42.17|-72.57|NA-US-MA-CHICOPEE
01014|PO Box|Chicopee|MA|42.17|-72.57|NA-US-MA-CHICOPEE
01020|Standard|Chicopee|MA|42.17|-72.57|NA-US-MA-CHICOPEE
01021|PO Box|Chicopee|MA|42.17|-72.57|NA-US-MA-CHICOPEE
01022|Standard|Chicopee|MA|42.17|-72.57|NA-US-MA-CHICOPEE
01026|Standard|Cummington|MA|42.46|-72.90|NA-US-MA-CUMMINGTON
01027|Standard|Easthampton|MA|42.26|-72.68|NA-US-MA-EASTHAMPTON
01028|Standard|East Longmeadow|MA|42.06|-72.51|NA-US-MA-EAST LONGMEADOW
01029|PO Box|East Otis|MA|42.17|-73.03|NA-US-MA-EAST OTIS
01030|Standard|Feeding Hills|MA|42.06|-72.67|NA-US-MA-FEEDING HILLS
01031|Standard|Gilbertville|MA|42.35|-72.21|NA-US-MA-GILBERTVILLE
01032|Standard|Goshen|MA|42.43|-72.80|NA-US-MA-GOSHEN
01033|Standard|Granby|MA|42.26|-72.52|NA-US-MA-GRANBY
01034|Standard|Granville|MA|42.06|-72.86|NA-US-MA-GRANVILLE
01035|Standard|Hadley|MA|42.35|-72.58|NA-US-MA-HADLEY
01036|Standard|Hampden|MA|42.06|-72.41|NA-US-MA-HAMPDEN
01037|PO Box|Hardwick|MA|42.35|-72.20|NA-US-MA-HARDWICK
01038|Standard|Hatfield|MA|42.37|-72.60|NA-US-MA-HATFIELD
01039|Standard|Haydenville|MA|42.39|-72.70|NA-US-MA-HAYDENVILLE
01040|Standard|Holyoke|MA|42.21|-72.64|NA-US-MA-HOLYOKE
01041|PO Box|Holyoke|MA|42.21|-72.64|NA-US-MA-HOLYOKE
01050|Standard|Huntington|MA|42.23|-72.88|NA-US-MA-HUNTINGTON
01053|Standard|Leeds|MA|42.35|-72.71|NA-US-MA-LEEDS
01054|Standard|Leverett|MA|42.45|-72.50|NA-US-MA-LEVERETT
01056|Standard|Ludlow|MA|42.16|-72.48|NA-US-MA-LUDLOW
01057|Standard|Monson|MA|42.09|-72.31|NA-US-MA-MONSON
01059|PO Box|North Amherst|MA|42.40|-72.52|NA-US-MA-NORTH AMHERST
01060|Standard|Northampton|MA|42.32|-72.67|NA-US-MA-NORTHAMPTON
01061|PO Box|Northampton|MA|42.32|-72.67|NA-US-MA-NORTHAMPTON
01062|Standard|Florence|MA|42.32|-72.67|NA-US-MA-FLORENCE
01063|Unique|Northampton|MA|42.32|-72.67|NA-US-MA-NORTHAMPTON
01066|PO Box|North Hatfield|MA|42.40|-72.60|NA-US-MA-NORTH HATFIELD
01068|Standard|Oakham|MA|42.35|-72.05|NA-US-MA-OAKHAM
01069|Standard|Palmer|MA|42.16|-72.32|NA-US-MA-PALMER
01070|Standard|Plainfield|MA|42.51|-72.91|NA-US-MA-PLAINFIELD
01071|Standard|Russell|MA|42.18|-72.85|NA-US-MA-RUSSELL
01072|Standard|Shutesbury|MA|42.45|-72.40|NA-US-MA-SHUTESBURY
01073|Standard|Southampton|MA|42.23|-72.73|NA-US-MA-SOUTHAMPTON
01074|PO Box|South Barre|MA|42.38|-72.09|NA-US-MA-SOUTH BARRE
01075|Standard|South Hadley|MA|42.26|-72.56|NA-US-MA-SOUTH HADLEY
01077|Standard|Southwick|MA|42.05|-72.76|NA-US-MA-SOUTHWICK
01079|PO Box|Thorndike|MA|42.18|-72.33|NA-US-MA-THORNDIKE
01080|Standard|Three Rivers|MA|42.18|-72.37|NA-US-MA-THREE RIVERS
01081|Standard|Wales|MA|42.06|-72.21|NA-US-MA-WALES
01082|Standard|Ware|MA|42.25|-72.24|NA-US-MA-WARE
01083|PO Box|Warren|MA|42.21|-72.19|NA-US-MA-WARREN
01084|Standard|West Chesterfield|MA|42.41|-72.87|NA-US-MA-WEST CHESTERFIELD
01085|Standard|Westfield|MA|42.13|-72.75|NA-US-MA-WESTFIELD
01086|PO Box|Westfield|MA|42.13|-72.75|NA-US-MA-WESTFIELD
01088|Standard|West Hatfield|MA|42.39|-72.64|NA-US-MA-WEST HATFIELD
01089|Standard|West Springfield|MA|42.12|-72.65|NA-US-MA-WEST SPRINGFIELD
01090|PO Box|West Springfield|MA|42.12|-72.65|NA-US-MA-WEST SPRINGFIELD
01092|PO Box|West Warren|MA|42.20|-72.20|NA-US-MA-WEST WARREN
01093|PO Box|Whately|MA|42.45|-72.61|NA-US-MA-WHATELY
01094|PO Box|Wheelwright|MA|42.35|-72.14|NA-US-MA-WHEELWRIGHT
01095|Standard|Wilbraham|MA|42.13|-72.43|NA-US-MA-WILBRAHAM
01096|Standard|Williamsburg|MA|42.40|-72.71|NA-US-MA-WILLIAMSBURG
01097|PO Box|Woronoco|MA|42.19|-72.82|NA-US-MA-WORONOCO
01098|Standard|Worthington|MA|42.41|-72.93|NA-US-MA-WORTHINGTON
01101|PO Box|Springfield|MA|42.11|-72.53|NA-US-MA-SPRINGFIELD
01102|PO Box|Springfield|MA|42.11|-72.53|NA-US-MA-SPRINGFIELD
01103|Standard|Springfield|MA|42.11|-72.53|NA-US-MA-SPRINGFIELD
01104|Standard|Springfield|MA|42.11|-72.53|NA-US-MA-SPRINGFIELD
01105|Standard|Springfield|MA|42.11|-72.53|NA-US-MA-SPRINGFIELD
01106|Standard|Longmeadow|MA|42.04|-72.57|NA-US-MA-LONGMEADOW
01107|Standard|Springfield|MA|42.11|-72.53|NA-US-MA-SPRINGFIELD
01108|Standard|Springfield|MA|42.11|-72.53|NA-US-MA-SPRINGFIELD
01109|Standard|Springfield|MA|42.11|-72.53|NA-US-MA-SPRINGFIELD
01111|Unique|Springfield|MA|42.11|-72.53|NA-US-MA-SPRINGFIELD
01115|PO Box|Springfield|MA|42.11|-72.53|NA-US-MA-SPRINGFIELD
01116|PO Box|Longmeadow|MA|42.04|-72.57|NA-US-MA-LONGMEADOW
01118|Standard|Springfield|MA|42.11|-72.53|NA-US-MA-SPRINGFIELD
01119|Standard|Springfield|MA|42.11|-72.53|NA-US-MA-SPRINGFIELD
01128|Standard|Springfield|MA|42.11|-72.53|NA-US-MA-SPRINGFIELD
01129|Standard|Springfield|MA|42.11|-72.53|NA-US-MA-SPRINGFIELD
01133|Unique|Springfield|MA|42.10|-72.59|NA-US-MA-SPRINGFIELD
01138|PO Box|Springfield|MA|42.11|-72.53|NA-US-MA-SPRINGFIELD
01139|PO Box|Springfield|MA|42.11|-72.53|NA-US-MA-SPRINGFIELD
01144|Standard|Springfield|MA|42.11|-72.53|NA-US-MA-SPRINGFIELD
01151|Standard|Indian Orchard|MA|42.15|-72.51|NA-US-MA-INDIAN ORCHARD
01152|Standard|Springfield|MA|42.11|-72.53|NA-US-MA-SPRINGFIELD
01195|Standard|Springfield|MA|42.10|-72.58|NA-US-MA-SPRINGFIELD
01199|Unique|Springfield|MA|42.11|-72.53|NA-US-MA-SPRINGFIELD
01201|Standard|Pittsfield|MA|42.45|-73.26|NA-US-MA-PITTSFIELD
01202|PO Box|Pittsfield|MA|42.45|-73.26|NA-US-MA-PITTSFIELD
01203|PO Box|Pittsfield|MA|42.45|-73.26|NA-US-MA-PITTSFIELD
01220|Standard|Adams|MA|42.62|-73.11|NA-US-MA-ADAMS
01222|Standard|Ashley Falls|MA|42.05|-73.33|NA-US-MA-ASHLEY FALLS
01223|Standard|Becket|MA|42.33|-73.07|NA-US-MA-BECKET
01224|Standard|Berkshire|MA|42.51|-73.19|NA-US-MA-BERKSHIRE
01225|Standard|Cheshire|MA|42.55|-73.15|NA-US-MA-CHESHIRE
01226|Standard|Dalton|MA|42.47|-73.16|NA-US-MA-DALTON
01227|PO Box|Dalton|MA|42.47|-73.16|NA-US-MA-DALTON
01229|PO Box|Glendale|MA|42.30|-73.32|NA-US-MA-GLENDALE
01230|Standard|Great Barrington|MA|42.19|-73.35|NA-US-MA-GREAT BARRINGTON
01235|Standard|Hinsdale|MA|42.42|-73.07|NA-US-MA-HINSDALE
01236|Standard|Housatonic|MA|42.25|-73.36|NA-US-MA-HOUSATONIC
01237|Standard|Lanesboro|MA|42.51|-73.22|NA-US-MA-LANESBORO
01238|Standard|Lee|MA|42.30|-73.25|NA-US-MA-LEE
01240|Standard|Lenox|MA|42.35|-73.28|NA-US-MA-LENOX
01242|PO Box|Lenox Dale|MA|42.36|-73.27|NA-US-MA-LENOX DALE
01243|PO Box|Middlefield|MA|42.35|-73.01|NA-US-MA-MIDDLEFIELD
01244|PO Box|Mill River|MA|42.12|-73.27|NA-US-MA-MILL RIVER
01245|Standard|Monterey|MA|42.18|-73.21|NA-US-MA-MONTEREY
01247|Standard|North Adams|MA|42.68|-73.11|NA-US-MA-NORTH ADAMS
01252|PO Box|North Egremont|MA|42.17|-73.44|NA-US-MA-NORTH EGREMONT
01253|Standard|Otis|MA|42.19|-73.07|NA-US-MA-OTIS
01254|Standard|Richmond|MA|42.37|-73.36|NA-US-MA-RICHMOND
01255|Standard|Sandisfield|MA|42.11|-73.13|NA-US-MA-SANDISFIELD
01256|Standard|Savoy|MA|42.56|-73.02|NA-US-MA-SAVOY
01257|Standard|Sheffield|MA|42.10|-73.34|NA-US-MA-SHEFFIELD
01258|Standard|South Egremont|MA|42.16|-73.41|NA-US-MA-SOUTH EGREMONT
01259|Standard|Southfield|MA|42.07|-73.23|NA-US-MA-SOUTHFIELD
01260|PO Box|South Lee|MA|42.30|-73.23|NA-US-MA-SOUTH LEE
01262|PO Box|Stockbridge|MA|42.30|-73.32|NA-US-MA-STOCKBRIDGE
01263|Unique|Stockbridge|MA|42.30|-73.32|NA-US-MA-STOCKBRIDGE
01264|PO Box|Tyringham|MA|42.24|-73.19|NA-US-MA-TYRINGHAM
01266|Standard|West Stockbridge|MA|42.31|-73.39|NA-US-MA-WEST STOCKBRIDGE
01267|Standard|Williamstown|MA|42.70|-73.20|NA-US-MA-WILLIAMSTOWN
01270|Standard|Windsor|MA|42.51|-73.04|NA-US-MA-WINDSOR
01301|Standard|Greenfield|MA|42.58|-72.59|NA-US-MA-GREENFIELD
01302|PO Box|Greenfield|MA|42.58|-72.59|NA-US-MA-GREENFIELD
01330|Standard|Ashfield|MA|42.53|-72.78|NA-US-MA-ASHFIELD
01331|Standard|Athol|MA|42.59|-72.23|NA-US-MA-ATHOL
01337|Standard|Bernardston|MA|42.66|-72.55|NA-US-MA-BERNARDSTON
01338|Standard|Buckland|MA|42.60|-72.78|NA-US-MA-BUCKLAND
01339|Standard|Charlemont|MA|42.63|-72.88|NA-US-MA-CHARLEMONT
01340|Standard|Colrain|MA|42.66|-72.68|NA-US-MA-COLRAIN
01341|Standard|Conway|MA|42.51|-72.68|NA-US-MA-CONWAY
01342|Standard|Deerfield|MA|42.55|-72.60|NA-US-MA-DEERFIELD
01343|Standard|Drury|MA|42.68|-72.98|NA-US-MA-DRURY
01344|Standard|Erving|MA|42.60|-72.40|NA-US-MA-ERVING
01346|Standard|Heath|MA|42.66|-72.83|NA-US-MA-HEATH
01347|PO Box|Lake Pleasant|MA|42.53|-72.54|NA-US-MA-LAKE PLEASANT
01349|Standard|Millers Falls|MA|42.59|-72.55|NA-US-MA-MILLERS FALLS
