RoutingNumber|TelegraphicName|CustomerName|City|State|ZipCode
221276011|Nited Teletech|United Teletech Financial Fcu|Tinton Falls|NJ|
221276370|Tlantic F.C.U.|Atlantic F.C.U.|Kenilworth|NJ|
221276697|Iegel Fcu|Riegel Federal Credit Union|Milford|NJ|
221276781|Arden Savings Fcu|Garden Savings Fcu|Parsippany|NJ|
221276817|Dv Fin Fcu|Advanced Financial Fcu|New Providence|NJ|
221276998|Utgers Fcu|Rutgers Federal Credit Union|New Brunswick|NJ|
221277599|Roponent Fcu|Proponent Fcu|Nutley|NJ|
221277764|Ova Ua Fcu|Nova Ua Fcu|Clifton|NJ|
221277816|Nion Bl Trad Fcu|Union Building Trades Fcu|Parsippany|NJ|
221278129|Entral Jersey Fcu|Central Jersey F.C.U.|Woodbridge|NJ|
221278213|Erck Empl Fcu|Merck Employees F.C.U.|Rahway|NJ|
221278420|In Resources Fcu|Financial Resources Fcu|Bridgewater|NJ|
221278488|Aritan Bay Fcu|Raritan Bay Fcu|Sayreville|NJ|
221278954|Arden Savings Fcu|Garden Savings Fcu|Parsippany|NJ|
221279021|Innacle Fcu|Pinnacle Federal Credit Union|Edison|NJ|
221283130|Nify Fcu|Unify Financial Federal Credit Union|Torrance|CA|
221283512|Ffinity Fcu|Affinity Federal Credit Union|Basking Ridge|NJ|
221370030|Bs Citizens, N.A.|Citizens Bank, National Association|Albany|NY|
221370108|Artners Trust Bk|Manufacturers & Traders Trust Co|Buffalo|NY|
221370195|Irst Niagara Bank|Keybank National Assoiation|Catskill|NY|
221370205|Ayuga Sav Bk|Keybank National Association|Auburn|NY|
221370289|Ortland Svgs Bk|Keybank National Association|Cortland|NY|
221370616|Udson City Savgs|Keybank National Association|Hudson|NY|
221370878|Neida Svgs Ny|Community Bank, Na|Syracuse|NY|
221370894|Athfinder Bkny|Pathfinder Bank|Oswego|NY|
221370904|Atl Norwich|Nbt National Association|Oswego|NY|
221371071|Ome Svgs Bk|Berkshire Bank|Rome|NY|
221371123|O Country Svgs Bk|North Country Savings Bank|Canton|NY|
221371165|Artners Trust Bk|Partners Trust Bank|Utica|NY|
221371194|Eneca Falls Svgs|Generations Bank|Seneca Falls|NY|
221371259|Irst Niagara Bank|Keybank National Association|Troy|NY|
221371356|Atertown Svgs Bk|Watertown Savings Bank|Watertown|NY|
221371372|Ion Svs Bk|Pioneer Savings Bank|Albany|NY|
221371534|Rustco Svgs Bk|Trustco Bank|Canajoharie|NY|
221371550|Anton Fsl|North Country Savings Bank|Canton|NY|
221371563|Arthage Fed Sav|Carthage Fed.Savings & Loan Assoc.|Carthage|NY|
221371709|Dirondack Bank|Adirondack Bank|Saranac Lake|NY|
221372274|Ommunity Bk Syr|Community Bank N.A.|Elmira|NY|
221373273|Ap Comm Albany|Capital Communications Fcu|Albany|NY|
221373383|Tate Emp Fcu|State Employees F.C.U.|Albany|NY|
221373451|Uburn Fcu|Auburn New York F.C.U.|Auburn|NY|
221373736|Isions Fcu|Visions Federal Credit Union|Binghamton|NY|
221375132|Udson River Comm|Hudson River Community Credit Union|Corinth|NY|
221375174|Annemora Fcu|Dannemora Federal Credit Union|Plattsburgh|NY|
221375378|Isions Fcu|Visions Federal Credit Union|Endicott|NY|
221375802|Mericu|Americu Credit Union|Rome|NY|
221376539|Ea Comm Fcu|Sea Comm Federal Credit Union|Massena|NY|
221378993|Ompass Fcu|Compass Fcu|Oswego|NY|
221379769|Unmark Fcu|Sunmark Federal Credit Union|Latham|NY|
221379785|Irst Ny Fcu|First New York Fcu|Albany|NY|
221379824|Unmark Fcu|Sunmark Federal Credit Union|Latham|NY|
221379895|Ccess Fcu|Access Federal Credit Union|Clinton|NY|
221380114|Erkshire Bank|Berkshire Bank|Pittsfield|MA|
221380127|Mpower Fcu|Empower Fcu|Syracuse|NY|
221380790|Irst Source Fcu|First Source Federal Credit Union|New Hartford|NY|
221380936|Orthern Fcu|Northern Federal Credit Union|Watertown|NY|
221381304|Ecny Fcu|Secny Federal Credit Union|Syracuse|NY|
221381540|Fcu Community C.U|Cfcu Community Credit Union|Ithaca|NY|
221381715|Lloya Corp Fcu|Alloya Corporate Federal Credit Un|Albany|NY|
221381838|Icu Corp|Licu Corporate F.C.U.|Endicott|NY|
221381867|Lternatives Fcu|Alternatives Federal Credit Union|Ithaca|NY|
221471104|Oslyn Sav Bk|New York Community Bank|Westbury|NY|
221472776|Eliance Fsb|Capital One, Na|Garden City|NY|
221472792|Aspeth Fed Svgs|Maspeth Federal S/l Assoc|New York|NY|
221472815|Storia Bk|Sterling National Bank|Montebello|NY|
221473652|Ethpage Fcu|Bethpage Federal Credit Union|Bethpage|NY|
221475605|Reater Metro Fcu|Greater Metro Federal Credit Union|Long Island City|NY|
221475773|Perry Assoc Fcu|Sperry Association F.C.U.|Garden City Park|NY|
221475786|Eachers Fcu Ny|Teachers Federal C.U.|Smithtown|NY|
221475896|Sland Fcu|Island Federal Credit Union|Hauppauge|NY|
221476442|Orthwell Health|Bethpage Federal Credit Union|Bethpage|NY|
221476688|Assau Fin Fcu|Nassau Financial Fcu|Garden City|NY|
221476701|Cpd Fcu|Ncpd Federal Credit Union|Mineola|NY|
221478877|Cean Fin Fcu|Ocean Financial Federal Credit Union|Oceanside|NY|
221480807|Assau Educator Cu|Nassau Educators Federal C.U.|Westbury|NY|
221481181|Uffolk Fcu|Suffolk Federal Credit Union|Medford|NY|
221571415|Riental Bank|Oriental Bank|San Juan|PR|
221571473|Irstbank Pr|Firstbank Puerto Rico|San Juan|PR|
221572702|Anco Popular Pr|Banco Popular De Puerto Rico|Mayaguez|PR|
221572838|Anco Popular Pr|Banco Popular De Puerto Rico|San Juan|PR|
221572867|G Federal Sb Pr|Scotiabank De Puerto Rico|San Juan|PR|
221581696|Aribe Fed|Caribe Federal Credit Union|San Juan|PR|
221672916|St Virgin Islands|Firstbank Puerto Rico|Charlotte Amalie|VI|
221970443|Terling National|Sterling National Bank|Montebello|NY|
221970825|Csb Bank Ny|Pcsb Bank|Brewster|NY|
221970980|Csb Bank Ny|Pcsb Bank|Brewster|NY|
221970993|D Bank, Na|Td Bank, Na|Lewiston|ME|
221971015|Hinebeck Svgs Bk|Rhinebeck Bank|Rhinebeck|NY|
221971086|Ondout Svgs Bank|Rondout Savings Bank|New York|NY|
221971138|Awyer Svgs|Sawyer Savings Bank|Saugerties|NY|
221971264|Lster Sav Bk|Ulster Savings Bank|Kingston|NY|
221971316|Alden Svgs|Walden Savings Bank|Montgomery|NY|
221971332|Rovident Bank|Provident Bank|Warwick|NY|
221972098|Fsmid|First Federal S/l Assoc - Middletown|Middletown|NY|
221972234|Allkill Val Fsla|Wallkill Valley Federal S/l Assoc|Wallkill|NY|
221972250|Onkers Fin Div Ab|Yonkers Finl/div of Atlantic Bank|Yonkers|NY|
221976667|Udson Heritage Fc|Hudson Heritage F.C.U.|Middletown|NY|
221979363|Udson Valley Fcu|Hudson Valley Federal Credit Union|Poughkeepsie|NY|
221980996|Est Point Fcu|Pentagon Federal Credit Union|Highland Falls|NY|
221981063|Salliance Fcu|Usalliance Federal Credit Union|Rye|NY|
221981254|Uma (Yonkers) Fcu|Suma (Yonkers) Fcu|Yonkers|NY|
221981267|Onkers Postal Fcu|Yonkers Postal Employee F.C.U.|Yonkers|NY|
221981335|Fcu|Quorum Federal Credit Union|Purchase|NY|
222080222|Estern Div Fcu|Western Division Fcu|Williamsville|NY|
222370440|Irst Niagara|Keybank National Association|Buffalo|NY|
222370518|Irst Niagara Bk|Keybank National Association|Geneva|NY|
222371054|Bs Citizens, N.A.|Citizens Bank, National Association|Rochester|NY|
222371656|Akeshore Sl Ny|Lake Shore Savings Bank|Dunkirk|NY|
222371698|Airport S/l Assoc|Fairport Savings Bank|Fairport|NY|
222371740|Aple City Svgs Bk|Maple City Savings Bank,fsb|Hornell|NY|
222371805|Edina Svgs Loan|Medina Savings & Loan Assoc.|Medina|NY|
222371863|Sl Fcu Roch|Esl Federal Credit Union|Rochester|NY|
222379195|Reater Woodlawn|Greater Woodlawn Fcu|Blasdell|NY|
222380359|Orning Fcu|Corning Federal Credit Union|Corning|NY|
222380388|Ervu Fcu|Servu Fcu|Painted Post|NY|
222380443|Oog Employee Fcu|Moog Employee F.C.U.|East Aurora|NY|
222380692|Inger Lakes F.C.U|Finger Lakes F. C. U.|Geneva|NY|
222381293|Ornerstone Fcu|Cornerstone Community Fcu|Lockport|NY|
222381824|Lean Area Fcu|Olean Area Federal Credit Union|Olean|NY|
222381882|Irst Heritage Fcu|First Heritage Fcu|Painted Post|NY|
222381918|Ittsford Fcu|Pittsford Federal Credit Union|Mendon|NY|
222382221|Krainian Fcu|Ukrainian Fcu|Rochester|NY|
222382292|Dvantage Fcu|Advantage Federal Credit Union|Rochester|NY|
222382315|Ummit Fcu Roch|Summit Federal Credit Union, the|Rochester|NY|
222382438|Eliant Community|Reliant Community Credit Union|Sodus|NY|
222383479|Onawanda Va Fcu|Tonawanda Valley Federal C.U.|Batavia|NY|
222383505|Egmans Fcu|Esl Federal Credit Union|East Rochester|NY|
226070128|Rossland Svgs|Hsbc Bank Usa, Na|Brooklyn|NY|
226070131|Once De Leon Fsb|Ponce De Leon Federal Bank|Bronx|NY|
226070296|Ash Mut Bank|Washington Mutual Bank|Uniondale|NY|
226070306|Ime Community Bk|Dime Community Bank|Brooklyn|NY|
226070403|Migrant Svgs Bk|Emigrant Bank|New York|NY|
226070474|Lushing Svgs Bk|Flushing Bank|Uniondale|NY|
226071004|Ew York Comm Bk|New York Community Bank|Flushing|NY|
226071020|Ichmond Cnty Svgs|New York Comm Bk-Richmond County Div|Staten Island|NY|
226071033|Idgewood Svgs Bk|Ridgewood Savings Bank|Ridgewood|NY|
226071211|Ndependence Sav|Sovereign Bank/icb|Brooklyn|NY|
226071237|Ndependence Comm|Sovereign Bank/icb/si|Brooklyn|NY|
226071457|Orthfield Bank|Northfield Bank|Staten Island|NY|
226072317|Idgewood Svgs Bk|Ridgewood Savings Bank|Yonkers|NY|
226072346|Klyn Fed Sl|Investors Bank|Brooklyn|NY|
226072362|Latbush Fsla Ny|Northfield Bank|Staten Island|NY|
226072472|Ross County Sb|Cross County Savings Bank|Middle Village|NY|
226072498|Arver Svgs Bk|Carver Federal Savings Bank|New York|NY|
226072511|Ortheast Cmnty Bk|Northeast Community Bank|White Plains|NY|
226072647|Olumbia Sav Bk|New York Community Bank|Woodhaven|NY|
226072841|Hinatown Fsb|Chinatown Federal Savings Bank|New York|NY|
226073523|Ensure Fcu Az|Vensure Federal Credit Union|Mesa|AZ|
226073895|Salliance Fcu|Usalliance Federal Credit Union|Rye|NY|
226074195|Ay Ridge Fcu|Bay Ridge Fcu|Brooklyn|NY|
226074946|Onsumers Fcu|Consumers Fcu|Brooklyn|NY|
226075291|Ueens Postal Fcu|Triboro Postal Federal Credit Union|Flushing|NY|
226075482|Elrose Cu|Melrose Credit Union|Woodside|NY|
226076083|Spire Fcu|Aspire Federal Credit Union|Jamaica|NY|
226076135|Eoples Alliance|PeopleS Alliance Fcu|Hauppauge|NY|
226077079|Ctors Fcu|Actors Federal Credit Union|New York|NY|
226077082|Ctors Fcu|Actors Federal Credit Union|New York|NY|
226077943|Cgraw-Hill|Mcgraw Hill Federal Credit Union|East Windsor|NJ|
226078036|Unicipal Cu|Municipal Credit Union|New York|NY|
226078065|Ag Fcu Rye|Usalliance Federal Credit Union|Rye|NY|
226078104|Y State Efcu|New York State Efcu|New York|NY|
226078230|Cel Fcu Nyc|Xcel Federal Credit Union|New Jersey|NJ|
226078379|Elf Reliance Fcu|Self Reliance New York Fcu|New York|NY|
226078476|Ortheastern Fcu|Northeastern Operating Engineers Fcu|Whitestone|NY|
226078609|Nited Nations Fcu|United Nations F.C.U.|Long Island City|NY|
226082022|Olish Slavic Fcu|Polish & Slavic F.C.U.|Brooklyn|NY|
226082129|Yu Fcu|New York University F.C.U.|New York|NY|
226082598|Ower Eastside Fcu|Lower Eastside PeopleS Fcu|New York|NY|
231170136|Urora Bank Fsb|Aurora Bank Fsb|Wilmington|DE|
231175759|Rtisans Bk Wilm|Artisans Bank|Wilmington|DE|
231176554|Elaware Fcu|Del-One Federal Credit Union|Dover|DE|
231176648|Over Federal Cu|Dover Federal Credit Union|Dover Afb|DE|
231176884|Idemark Fcu|Tidemark Federal Credit Union|Seaford|DE|
231176949|Exsta Fcu|Dexsta Fcu|Wilmington|DE|
231176994|Exsta Fcu|Dexsta Fcu|Wilmington|DE|
231177100|Ouviers Fcu|Louviers Fcu|Newark|DE|
231270256|Udubon Savings|Audubon Savings Bank|Audubon|NJ|
231270353|Ceanfirst Bank|Oceanfirst Bank|Toms River|NJ|
231270366|Enturysb Bridgetn|Century Savings Bank|Vineland|NJ|
231270405|Ape Bank|Cape Bank|Cape May Court House|NJ|
231270654|Ceanfirst Bank|Oceanfirst Bank|Toms River|NJ|
231270858|Addon Svgs Haddon|Haddon Savings Bank|Haddon Heights|NJ|
231271006|Illville Savings|Millville Savings & Loan Association|Millville|NJ|
231271080|Ceanfirst Bank|Oceanfirst Bank|Toms River|NJ|
231271145|Loucstr Fsb Sewel|Investors Bank|Millburn|NJ|
231271226|Hird Federal Bank|3rd Fed Bank|Roebling|NJ|
231271239|Ranklin Svg Salem|Franklin Bank|Pilesgrove|NJ|
231271242|Irst Bk Sea Isle|First Bank of Sea Isle City|Sea Isle City|NJ|
231271284|Turdy Stone Harb|Sturdy Savings Bank|Stone Harbor|NJ|
231271501|Rest Savings Nj|Crest Savings Bank|Wildwood|NJ|
231275882|Exbank Ssb|Nexbank Ssb|Dallas|TX|
231277440|Ersey Shore Fcu|Jersey Shore Federal Credit Union|Northfield|NJ|
231277518|Ridgeton Onizedcu|Bridgeton Onized Fcu|Vineland|NJ|
231278041|Cume Credit Union|Acume Credit Union|Moorestown|NJ|
231278054|J Community Fcu|New Jersey Community Fcu|Moorestown|NJ|
231278083|Arden State Fcu|Garden State Fcu|Moorestown|NJ|
231278229|Rinceton Fcu|Princeton Federal Credit Union|Princeton|NJ|
231278274|Bco Fcu Rancocas|Abco Public Employees Fcu|Rancocas|NJ|
231278339|Irst Financial Fc|First Financial Federal Credit Union|Toms River|NJ|
231278614|He Credit Union|The Credit Union of New Jersey|Trenton|NJ|
231288811|Ealthcare Emp Fcu|Healthcare Employees Fcu|Princeton|NJ|
231371618|Nvestment Sv Bk|Investment Savings Bank|Altoona|PA|
231371634|Mbler Savings Bk|Ambler Savings Bank|Ambler|PA|
231371663|Overeign Bank|Sovereign Bank|Villanova|PA|
231371692|Ron Workers Bank|Iron Workers Savings Bank|Aston|PA|
231371786|Irst Star Bethlhm|Essa Bank and Trust|Bethlehem|PA|
231371799|Eystone Sb Beth|National Penn Bank|Bethlehem|PA|
231371854|Idelity S&L|Fidelity S&La of Bucks Cty|Bristol|PA|
231371867|Irst Sb Perkasie|First Savings Bank of Perkasie|Perkasie|PA|
231371964|Ir Keystone Media|The Bryn Mawr Trust Company|Media|PA|
231372028|Oatesville Saving|Coatesville Savings Bk|Coatesville|PA|
231372073|Lovenian S&L Assn|Slovenian S&L Assn.|Conemaugh|PA|
231372112|Resson Community|Cresson Community Bank|Cresson|PA|
231372183|Atl Penn Boyertwn|National Penn Bank|Allentown|PA|
231372248|Ssa B&T|Essa Bank & Trust|Stroudsburg|PA|
231372361|Arleysville Bk|Harleysville Bank|Harleysville|PA|
231372400|Atboro Fed Svg|Hatboro Federal Savings|Hatboro|PA|
231372523|Untingdon Valley|Huntingdon Valley Bank|Huntingdon Valley|PA|
231372691|Antander Bk|Santander Bank, N.A.|Wilmington|DE|
231372798|Illiampennbank|William Penn Bank|Levittown|PA|
231372811|Ifflin County Sav|Mifflin County Savings Bank|Lewistown|PA|
231372921|Ilton Savings Ban|Milton Savings Bank|Milton|PA|
231373182|Enn Comm|Penn Community Bank|Perkasie|PA|
231374916|Hoenixville Feder|Phoenixville Fed. S & L Assoc.|Phoenixville|PA|
231375009|Ratz Natl Bank|The Gratz Bank|Pottsville|PA|
231375151|Itizens Sav Assoc|Citizens Savings Bank|Clarks Summit|PA|
231375397|Eliance Savings|Reliance Savings Bank|Tyrone|PA|
231375436|Ba Alliance Bank|Wilmington Savings Fund Society, Fsb|Wilmington|DE|
231375575|Illow Grove Bk Pa|Harleysville Nat Bk & Tr Co.|Wayne|PA|
231375630|Ork Fedl S&L|Santander Bank, N.A.|Harrisburg|PA|
231378996|Vecu|Lehigh Valley Educators Cu|Allentown|PA|
231379034|Pci Fcu Allentwn|Apci Fcu|Lehigh Valley|PA|
231379115|Eoples First Fcu|People First Federal Credit Union|Allentown|PA|
231379131|Old Cred Union|Gold Credit Union|Allentown|PA|
231379199|St Comm Fcu Allen|First Commonwealth Fcu|Lehigh Valley|PA|
231379254|Ealthcare First|Healthcare First Cu|Johnstown|PA|
231380104|Itadel Thorndale|Citadel Federal Credit Union|Exton|PA|
231380133|Est Branch Vly Cu|West Branch Valley Fcu|Williamsport|PA|
231380625|Orcar Fcu Easton|Nor-Car Fcu|Easton|PA|
231380997|Elco Com Credit U|Belco Community Credit Union|Harrisburg|PA|
231381569|Ssco Johnstown|Ussco Johnstown Fcu|Johnstown|PA|
231381585|Fcw Local 72 Fcu|Ufcw Local 72 Fcu|Wyoming|PA|
231381938|Ebanon Fcu|Lebanon Federal Credit Union|Lebanon|PA|
231382209|Un East Fcu|Sun East Fcu|Aston|PA|
231382241|Embers 1st Fcu|Members 1st Federal Credit Union|Mechanicsburg|PA|
231382306|Rank Mint Media|Franklin Mint Federal Credit Union|Chadds Ford|PA|
231382458|Pirit Financialcu|Spirit Financial Credit Union|Levittown|PA|
231385154|Iamond Cu Potts|Diamond Credit Union|Pottstown|PA|
231385167|Mer Heritage Phil|American Heritage Fcu|Philadelphia|PA|
231385400|Tce Fcu Reading|Visions Federal Credit Union|Endicott|NY|
231385633|Tilities Employee|Utilities Employees Credit Union|Wyomissing|PA|
231385701|Hcu Ridleypk|Bhcu|Ridley Park|PA|
231385714|Embers Choice Fcu|Members Choice Financial Credit Unio|Danville|PA|
231385918|Et Fcu|Net Federal Credit Union|Scranton|PA|
231385950|Enn East Fcu|Penn East Federal Credit Union|Scranton|PA|
231386221|E Pa Community|Ne Pa Community Fcu|Stroudsburg|PA|
231386331|Entagon Fcu Alex|Pentagon Federal Credit Union|Alexandria|VA|
231386386|Yoming County Sch|Wyoming County School Empl Fcu|Tunkhannock|PA|
231386399|Enn State Fcu|Penn State Fcu|State College|PA|
231386506|St Atl Fcu Warm|First Atlantic Federal C.U.|Horsham|PA|
231386645|Erck Sharp Fcu Wp|Merck Sharp and Dohme Fcu|Chalfont|PA|
231386865|Bee Fcu|W-Bee Fcu|Wilkes Barre|PA|
231386881|Ross Valley Fcu|Cross Valley Fcu|Wilkes Barre|PA|
231386904|Antage Trust Fcu|Vantage Trust Fcu|Wilkes-Barre|PA|
231387385|Eritage Valley|Heritage Valley Fcu|York|PA|
231387550|Izo Fin Corp Cu|Vizo Financial Corporate Credit Unio|Greensboro|NC|
231971568|Usquehanna Bk Pa|Susquehanna Bank|Jenkintown|PA|
231975836|Apital Bank Na|Capital Bank, Na|Huntingdon Valley|PA|
236073225|Nited Savings|United Savings Bank|Philadelphia|PA|
236073335|Erean Bank|Advance Bank|Philadelphia|PA|
236073801|Irstrust Sav Phil|Firstrust Savings Bank|Horsham|PA|
236073830|Nivest Bank and T|Univest Bank & Trust Co|Souderton|PA|
236074130|Ash Sav Assn Phil|Washington Savings Bank|Philadelphia|PA|
236074444|Rudential Sa Phil|Prudential Savings Bank|Philadelphia|PA|
236074509|Rudential Phil|Prudential Bank|Philadelphia|PA|
236074525|Uaintoakbank|Quaint Oak Bank|Southampton|PA|
236075689|Eneficial Bank|Beneficial Bank|Philadelphia|PA|
236077658|Ampbell Fcu|Campbell Employees Fcu|Camden|NJ|
236077755|Ojer Fcu Deptford|South Jersey Federal Credit Union|Deptford|NJ|
236082944|Mer Heritage Phil|American Heritage Fcu|Philadelphia|PA|
236083493|Entry Fcu Phila|Sentry Federal Credit Union|Brookhaven|PA|
236084243|Rumark Fin Cu|Trumark Financial Credit Union|Fort Washington|PA|
236084298|Hila Fcu|Philadelphia Federal Credit Union|Philadelphia|PA|
236084353|Agle One Fed. C.U|Eagle One Federal Credit Union|Philadelphia|PA|
236084751|Reedom Cu|Freedom Credit Union|Warminster|PA|
236084832|Krainian Self Rel|Ukrainian Selfreliance Fcu|Philadelphia|PA|
236087664|Rdent Fcu|Ardent Federal Credit Union|Philadelphia|PA|
241070417|Itizens Bank, Na|Citizens Bank, National Association|Cleveland|OH|
241070433|Ew York Comm Bk|New York Community Bank|Cleveland|OH|
241070446|Entury Parma|First Federal Savings and Loan Assoc|Lakewood|OH|
241070459|Nb of Pa|First National Bank of Pennsylvania|Greenville|PA|
241070475|Ioneer Sav Cleve|The Pioneer Savings Bank|Cleveland|OH|
241070530|Hird Fsl Cleve|Third Federal Savings & Loan Assoc.|Cleveland|OH|
241071212|Irst Fed Lakewood|First Federal Lakewood|Lakewood|OH|
241074840|M Grtngs Brooklyn|American Greetings Fed. Credit Union|Brooklyn|OH|
241075056|Entury Fcu Cleve|Century Federal Credit Union|Cleveland|OH|
241075470|Aton Fam Fcu Clev|Eaton Family Credit Union, Inc.|Euclid|OH|
241075726|Ire Fighters Cu|Firefighters Community Credit Union|Cleveland|OH|
241076657|Aleris Cu|Taleris Credit Union, Inc|Cleveland|OH|
241078875|Hio Catholic Fcu|Ohio Catholic Fcu|Garfield Heights|OH|
241081079|Est Walton Hills|Best Reward Credit Union|Walton Hills|OH|
241081105|Nity Catholic Fcu|Unity Catholic Federal Credit Union|Parma|OH|
241084270|Aupa Cu Cleve|Taupa Lithuanian Credit Union Inc.|Cleveland|OH|
241270233|Irst Fed Bucyrus|First Federal Community Bk, Bucyrus|Bucyrus|OH|
241270246|Eo S L Bucyrus|Peoples Savings & Loan Company|Bucyrus|OH|
241270796|Onneaut Savings|The Conneaut Savings Bank|Conneaut|OH|
241270851|Irst Fed Defiance|First Federal Bank of the Midwest|Defiance|OH|
241270916|St Fed Comm Dover|First Federal Community Bank|Dover|OH|
241271041|St Fsl Galion|1st Federal Svgs & Loan Assn.|Galion|OH|
241271054|Alion Bldg Loan|Galion Building and Loan Bank|Galion|OH|
241271135|Ndian Gnadenhuten|The Commercial & Savings Bank|Gnadenhutten|OH|
241271193|Ometown Bk Kent|Hometown Bank|Kent|OH|
241271342|Irst Fed Lorain|First Federal Savings & Loan Assn.|Lorain|OH|
241271371|Ech Sb Mansfield|Mechanics Bank|Mansfield|OH|
241271614|Ome Fsl Niles|Home Federal Svgs & Loan Association|Niles|OH|
241271957|Hemical Midland|Chemical Bank|Troy|MI|
241272040|Ayne Comm Wooster|Wayne Savings Community Bank|Wooster|OH|
241272066|Ome Savings Bank|Home Savings Bank|Youngstown|OH|
241272079|Etro Youngstown|Metropolitan NatL Bank|Youngstown|OH|
241272118|Entral Federal Bk|Cfbank, National Association|Fairlawn|OH|
241272202|Eauga Sb Newbury|Geauga Savings Bank|Newbury|OH|
241273269|Enfed Financial|Genfed Financial Credit Union|Akron|OH|
241274077|Irelands Bellevue|Firelands Federal Credit Union|Bellevue|OH|
241274514|Olden Cu Canton|Golden Circle Credit Union, Inc.|Massillon|OH|
